source,url_annonce,type_bien,prix,date_insertion,gouvernorat,delegation,localite,code_postal,superficie,titre_foncier,vue_mer,etat,standing,nb_chambres,nb_salles_bain,dressing,balcon,parking,piscine,chauffage_central,terrasse,jardin,niveau,climatisation
menzili,https://www.menzili.tn/annonce/villa-quot-lombok-quot-nabeul-hammametsud-146864,Maison/Villa,690000,2025-09-15,Nabeul,Hammamet Sud,Hammamet sud,8050,180,Non,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/villa-blondie-nabeul-hammametsud-147030,Maison/Villa,1200000,2025-09-18,Nabeul,Hammamet Sud,Hammamet Sud,8050,650,Non,Non,Non précisé,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/villa-patience-nabeul-hammametsud-145059,Maison/Villa,890000,2025-07-20,Nabeul,Hammamet Sud,hammamet,8050,340,Non,Non,Non précisé,Haut standing,4,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/villa-magnifique-vue-mer-et-foret-bizerte-bizertenord-140819,Maison/Villa,950000000,2025-03-21,Bizerte,Bizerte Nord,située sur la route de la corniche Bizerte,7000,500,Oui,Oui,Non précisé,Non précisé,,,Non,Non,Oui,Non,Non,Oui,Oui,3,Non
menzili,https://www.menzili.tn/annonce/villa-melody-nabeul-hammamet-147028,Maison/Villa,1180000,2025-09-18,Nabeul,Hammamet,Hammamet,8050,446,Non,Non,Non précisé,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/villa-quot-safran-quot-nabeul-hammametnord-146867,Maison/Villa,,2025-09-15,Nabeul,Hammamet Nord,Hammamet nord,8050,175,Non,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/villa-quot-manhattan-quot-hammamet-nord-nabeul-hammamet-146866,Maison/Villa,1050000,2025-09-15,Nabeul,Hammamet,Hammamet,8050,270,Non,Non,Non précisé,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/A-vendre-villa-a-carthage-byrsa-tunis-carthage-148367,Maison/Villa,2400000,2025-10-30,Tunis,Carthage,Carthage Byrsa,2016,360,Oui,Non,Non précisé,Moyen standing,5,4,Oui,Oui,Oui,Non,Oui,Oui,Oui,2,Oui
menzili,https://www.menzili.tn/annonce/villa-duplex-a-vendre-kairouan-kairouannord-131043,Maison/Villa,,2024-05-04,Kairouan,Kairouan Nord,Kairouan Nord,3100,360,Non,Non,Non précisé,Non précisé,4,2,Non,Non,Oui,Non,Non,Oui,Oui,,Non
menzili,https://www.menzili.tn/annonce/une-luxueuse-villa-de-haut-standing-nabeul-hammamet-135548,Maison/Villa,890000,2024-10-21,Nabeul,Hammamet,Hammamet,8050,325,Non,Non,Non précisé,Haut standing,4,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Non
menzili,https://www.menzili.tn/annonce/une-superbe-villa-a-hammamet-nabeul-hammamet-135543,Maison/Villa,950000,2024-10-21,Nabeul,Hammamet,Hammamet,8050,540,Non,Non,Bon état,Luxe,4,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/villa-avec-deux-etages-separer-situee-a-menzel-bourguiba-bizerte-bizerte-menzelbourguiba-139217,Maison/Villa,,2025-02-02,Bizerte,Bizerte,Située à Menzel Bourguiba,7000,300,Oui,Oui,Bon état,Luxe,5,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,2,Oui
menzili,https://www.menzili.tn/annonce/villa-quot-tropical-mini-quot-nabeul-hammamet-141915,Maison/Villa,650000,2025-05-01,Nabeul,Hammamet,Hammamet,8050,180,Non,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/vente-villa-les-arcades-s-4-nabeul-hammamet-134050,Maison/Villa,1050000,2024-09-04,Nabeul,Hammamet,168 avenue Koweït Hammamet,8050,250,Non,Non,Non précisé,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/magnifique-villa-moderne-avec-Energie-solaire-proche-centre-midoun-titre-bleu-medenine-djerbamidoun-151260,Maison/Villa,,2026-02-02,Médenine,Djerba - Midoun,Djerba midoun,4180,226,Oui,Non,Non précisé,Moyen standing,4,2,Non,Non,Oui,Non,Non,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/coquette-villa-a-gammart-superieur-tunis-lamarsa-142619,Maison/Villa,1600000,2025-05-21,Tunis,La Marsa,gammart supérieur,2070,270,Non,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/A-vendre-maison-independante-a-deux-etages-quartier-calme-siliana-sud-siliana-silianasud-151229,Maison/Villa,,2026-01-30,Siliana,Siliana Sud,hay ons,6100,280,Oui,Non,Bon état,Non précisé,3,1,Non,Non,Oui,Non,Non,Oui,Oui,2,Non
menzili,https://www.menzili.tn/annonce/offre-maison-a-midoun-medenine-djerbamidoun-151189,Maison/Villa,,2026-01-28,Médenine,Djerba - Midoun,Offre non battable,4180,220,Non,Non,À rénover,Non précisé,3,5,Oui,Non,Oui,Oui,Non,Oui,Oui,,Non
menzili,https://www.menzili.tn/annonce/maison-a-vendre-a-siliana-siliana-siliananord-151149,Maison/Villa,,2026-01-27,Siliana,Siliana Nord,Siliana Nord,6100,440,Non,Non,Non précisé,Non précisé,4,,Non,Non,Oui,Non,Non,Non,Non,,Non
menzili,https://www.menzili.tn/annonce/vente-villa-avec-etage-a-houmt-souk-djerba-zu-v-752-medenine-djerbamidoun-150977,Maison/Villa,540000,2026-01-19,Médenine,Djerba - Midoun,Houmt Souk Djerba,4180,148,Non,Non,Non précisé,Moyen standing,4,3,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Non
menzili,https://www.menzili.tn/annonce/a-vendre-villa-inachevee-a-riadh-landalous-ariana-ghazela-144504,Maison/Villa,,2025-07-07,Ariana,Ghazela,Ghazela,2080,370,Non,Non,Non précisé,Moyen standing,,,Non,Non,Oui,Oui,Oui,Oui,Oui,1,Non
menzili,https://www.menzili.tn/annonce/villa-a-vendre-moderne-gafsa-sened-131341,Maison/Villa,,2024-05-16,Gafsa,Sened,Sened,2100,175,Non,Non,Non précisé,Non précisé,3,2,Non,Non,Oui,Non,Non,Oui,Oui,,Non
menzili,https://www.menzili.tn/annonce/vente-grande-maison-plain-pied-a-djerba-ghizen-za-v-730-medenine-djerbahoumtsouk-150837,Maison/Villa,900000,2026-01-10,Médenine,Djerba-Houmt Souk,Ghizen Djerba,4180,240,Oui,Non,Non précisé,Haut standing,4,3,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/villa-neuve-a-vendre-a-mezraya-djerba-za-v-731-medenine-djerbahoumtsouk-150836,Maison/Villa,750000,2026-01-10,Médenine,Djerba-Houmt Souk,Mezraya Djerba,4180,200,Oui,Non,Non précisé,Moyen standing,3,3,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/villa-avec-piscine-a-houmt-souk-djerba-zu-v-733-medenine-djerbahoumtsouk-150833,Maison/Villa,800000,2026-01-10,Médenine,Djerba-Houmt Souk,Houmt Souk Djerba,4180,265,Oui,Non,Non précisé,Moyen standing,4,4,Oui,Non,Oui,Oui,Non,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/vente-de-villa-plain-pied-a-tezdaine-djerba-za-v-736-medenine-djerbamidoun-150832,Maison/Villa,620000,2026-01-10,Médenine,Djerba - Midoun,Tezdaine Djerba,4180,143,Non,Non,Non précisé,Moyen standing,3,2,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/vente-de-villa-avec-piscine-a-midoun-djerba-za-v-737-medenine-djerbamidoun-150830,Maison/Villa,650000,2026-01-10,Médenine,Djerba - Midoun,Chebabia Djerba,4180,155,Non,Non,Non précisé,Moyen standing,3,2,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/vente-de-villa-haut-standing-a-houmt-souk-djerba-zu-v-738-medenine-djerbahoumtsouk-150829,Maison/Villa,660000,2026-01-10,Médenine,Djerba-Houmt Souk,Houmt Souk Djerba,4180,230,Non,Non,Non précisé,Haut standing,3,2,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Non
menzili,https://www.menzili.tn/annonce/villa-neuve-avec-piscine-a-vendre-a-houmt-souk-djerba-v-740-medenine-djerbahoumtsouk-150828,Maison/Villa,750000,2026-01-10,Médenine,Djerba-Houmt Souk,Houmt Souk Djerba,4180,260,Oui,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/duplex-a-vendre-a-midoun-djerba-zu-v-746-medenine-djerbamidoun-150826,Maison/Villa,450000,2026-01-10,Médenine,Djerba - Midoun,Midoun Djerba,4180,150,Oui,Non,Non précisé,Moyen standing,2,2,Non,Non,Oui,Non,Non,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/grande-villa-a-vendre-a-djerba-zone-touristique-zu-v-747-medenine-djerbamidoun-150823,Maison/Villa,1200000,2026-01-10,Médenine,Djerba - Midoun,Zone touristique Djerba,4180,540,Oui,Non,Non précisé,Moyen standing,4,5,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/vente-de-villa-avec-piscine-a-houmt-souk-djerba-zu-v-749-medenine-djerbahoumtsouk-150821,Maison/Villa,560000,2026-01-10,Médenine,Djerba-Houmt Souk,Houmt Souk Djerba,4180,165,Non,Non,Non précisé,Moyen standing,4,3,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Non
menzili,https://www.menzili.tn/annonce/vente-d-une-villa-neuve-avec-piscine-a-djerba-midoun-za-v-750-medenine-djerbamidoun-150820,Maison/Villa,650000,2026-01-10,Médenine,Djerba - Midoun,Midoun Djerba,4180,182,Non,Non,Non précisé,Moyen standing,3,2,Oui,Non,Oui,Oui,Non,Oui,Oui,,Non
menzili,https://www.menzili.tn/annonce/a-vendre-maison-de-166-m2-a-ariana-ariana-arianaville-140735,Maison/Villa,950000,2025-03-18,Ariana,Ariana Ville,ariana,2080,166,Non,Non,Non précisé,Non précisé,2,2,Oui,Non,Oui,Non,Non,Non,Oui,,Non
menzili,https://www.menzili.tn/annonce/une-belle-villa-r-1-a-vendre-tunis-centrevillelafayette-146759,Maison/Villa,1600000000,2025-09-12,Tunis,Centre Ville - Lafayette,Centre Ville - Lafayette,1000,380,Oui,Non,Non précisé,Luxe,6,4,Non,Oui,Oui,Non,Oui,Oui,Oui,2,Non
menzili,https://www.menzili.tn/annonce/villa-a-vendre-avec-piscine-jardin-grand-terrain-medenine-djerbahoumtsouk-145153,Maison/Villa,680000,2025-07-22,Médenine,Djerba-Houmt Souk,Sedghiane,4180,360,Non,Non,Non précisé,Moyen standing,3,2,Non,Oui,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/a-vendre-villa-2-s5-neuve-a-medina-jadida-3-benarous-medinajedida-130318,Maison/Villa,750000,2024-04-08,Ben Arous,Medina Jedida,Medina Jedida,2013,324,Oui,Non,Non précisé,Haut standing,7,3,Oui,Non,Oui,Non,Oui,Oui,Oui,3,Non
menzili,https://www.menzili.tn/annonce/maison-a-vendre-medenine-djerbahoumtsouk-150231,Maison/Villa,370000,2025-12-19,Médenine,Djerba-Houmt Souk,Erryadh djerbahood,4180,125,Oui,Non,Non précisé,Non précisé,3,2,Oui,Non,Oui,Non,Non,Non,Oui,,Non
menzili,https://www.menzili.tn/annonce/villa-blanche-medenine-djerbamidoun-150144,Maison/Villa,,2025-12-17,Médenine,Djerba - Midoun,Midoun,4180,198,Oui,Non,Non précisé,Moyen standing,3,3,Oui,Non,Oui,Oui,Non,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/villa-ibiza-medenine-djerbamidoun-150143,Maison/Villa,910000,2025-12-17,Médenine,Djerba - Midoun,AZMOUNI,4180,210,Oui,Non,Non précisé,Moyen standing,3,4,Oui,Non,Oui,Oui,Non,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/villa-cyrene-medenine-djerbamidoun-150142,Maison/Villa,750000,2025-12-17,Médenine,Djerba - Midoun,Tedzdaine,4180,250,Oui,Non,Non précisé,Moyen standing,4,3,Non,Non,Oui,Oui,Oui,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/une-maison-s-2-a-midoun-5-min-du-centre-ville-medenine-djerbamidoun-150033,Maison/Villa,290000,2025-12-13,Médenine,Djerba - Midoun,Djerba - Midoun,4180,120,Oui,Non,Non précisé,Non précisé,2,1,Non,Non,Oui,Non,Non,Oui,Oui,,Non
menzili,https://www.menzili.tn/annonce/villa-a-sidi-bouzid-avec-vue-mer-meublee-sidibouzid-sidibouzidouest-149958,Maison/Villa,1690000,2025-12-11,Sidi Bouzid,Sidi Bouzid Ouest,Sidi Bouzid Ouest,9100,170,Non,Oui,Bon état,Moyen standing,3,2,Oui,Non,Oui,Non,Non,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/villa-a-vendre-manouba-douar-hicher-manouba-douarhicher-124732,Maison/Villa,350000,2023-11-02,Manouba,Douar Hicher,MANOUBA DOUAR HICHER PRES DE ENDA,2010,130,Non,Non,Non précisé,Non précisé,4,1,Non,Non,Oui,Non,Non,Oui,Oui,,Non
menzili,https://www.menzili.tn/annonce/villa-plein-pied-a-vendre-medenine-djerbamidoun-149542,Maison/Villa,,2025-11-28,Médenine,Djerba - Midoun,21773691,4180,220,Non,Non,Non précisé,Moyen standing,3,3,Oui,Non,Oui,Oui,Non,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/un-houch-5-suites-avec-piscine-su-cite-erriadh-proche-dar-dhiafa-medenine-djerbamidoun-149529,Maison/Villa,720000,2025-11-28,Médenine,Djerba - Midoun,Djerba - Midoun,4180,180,Non,Non,Rénové,Haut standing,5,3,Oui,Oui,Oui,Oui,Non,Oui,Non,1,Oui
menzili,https://www.menzili.tn/annonce/villa-inachevee-a-soukra-parc-ariana-lasoukra-147353,Maison/Villa,820000,2025-09-29,Ariana,La Soukra,La Soukra Parc,2036,250,Non,Non,Non précisé,Moyen standing,3,3,Oui,Non,Oui,Oui,Non,Oui,Oui,2,Oui
menzili,https://www.menzili.tn/annonce/un-houch-2-suites-avec-piscine-a-houmt-souk-village-erriadh-medenine-djerbamidoun-149447,Maison/Villa,470000,2025-11-26,Médenine,Djerba - Midoun,Djerba - Midoun,4180,119,Non,Non,Non précisé,Haut standing,2,2,Oui,Non,Oui,Oui,Non,Oui,Non,,Oui
menzili,https://www.menzili.tn/annonce/une-maison-7-chambres-avec-piscine-a-mahboubine-medenine-djerbamidoun-149388,Maison/Villa,884000,2025-11-25,Médenine,Djerba - Midoun,tdimmobilier@yahoo.fr,4180,410,Oui,Non,Non précisé,Moyen standing,7,5,Non,Non,Oui,Oui,Non,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/une-maison-4-chambres-avec-piscine-a-tezdaine-vue-sur-mer-medenine-djerbamidoun-149354,Maison/Villa,600000,2025-11-25,Médenine,Djerba - Midoun,tdimmobilier@yahoo.fr,4180,232,Non,Oui,Non précisé,Haut standing,4,4,Oui,Oui,Oui,Oui,Non,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/une-maison-2-chambres-en-cours-du-construction-a-houmt-souk-proche-du-centre-ville-medenine-djerbamidoun-149343,Maison/Villa,440000,2025-11-25,Médenine,Djerba - Midoun,tdimmobilier@yahoo.fr,4180,87,Non,Non,Neuf,Non précisé,2,2,Oui,Non,Oui,Non,Non,Non,Oui,1,Non
menzili,https://www.menzili.tn/annonce/une-maison-3-chambres-a-tezdaine-5-min-de-la-mer-medenine-djerbamidoun-149320,Maison/Villa,399000,2025-11-24,Médenine,Djerba - Midoun,tdimmobilier@yahoo.fr,4180,135,Oui,Non,Non précisé,Non précisé,3,1,Non,Oui,Oui,Non,Non,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/une-maison-3-chambres-5-min-de-la-centre-ville-midoun-medenine-djerbamidoun-149311,Maison/Villa,350000,2025-11-24,Médenine,Djerba - Midoun,tdimmobilier@yahoo.fr,4180,180,Oui,Non,Non précisé,Moyen standing,3,3,Oui,Non,Oui,Non,Non,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/une-maison-2-chambres-situee-a-midoun-sur-la-route-du-phare-medenine-djerbamidoun-149107,Maison/Villa,468000,2025-11-19,Médenine,Djerba - Midoun,tdimmobilier@yahoo.fr,4180,100,Non,Non,Non précisé,Moyen standing,2,2,Oui,Non,Oui,Non,Non,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/une-maison-2-chambres-situee-a-midoun-sur-la-route-du-phare-medenine-djerbamidoun-149080,Maison/Villa,320000,2025-11-18,Médenine,Djerba - Midoun,Djerba - Midoun,4180,130,Non,Non,Non précisé,Non précisé,2,2,Non,Non,Oui,Non,Non,Oui,Oui,1,Non
menzili,https://www.menzili.tn/annonce/a-vendre-villa-recemment-construite-nabeul-hammametsud-146909,Maison/Villa,750000,2025-09-16,Nabeul,Hammamet Sud,Hammamet Sud,8050,250,Non,Non,Non précisé,Moyen standing,4,3,Oui,Oui,Oui,Oui,Non,Oui,Oui,1,Non
menzili,https://www.menzili.tn/annonce/v577-villa-luna-1-sidi-hamed-nabeul-hammametsud-148735,Maison/Villa,680000,2025-11-10,Nabeul,Hammamet Sud,HAMMAMET,8050,235,Oui,Non,Neuf,Haut standing,4,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v578-villa-veronique-monchar-nabeul-hammametsud-148734,Maison/Villa,870000,2025-11-10,Nabeul,Hammamet Sud,HAMMAMET,8050,280,Non,Non,Neuf,Haut standing,4,3,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v581-villa-linda-hammamet-nabeul-hammametsud-148733,Maison/Villa,595000,2025-11-10,Nabeul,Hammamet Sud,HAMMAMET,8050,220,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Oui,Oui,Oui,Non,Oui,,Oui
menzili,https://www.menzili.tn/annonce/v579-appartement-l-eden-nabeul-mrezga-148732,Maison/Villa,395000,2025-11-10,Nabeul,Mrezga,MREZGA,8058,114,Non,Non,Non précisé,Haut standing,3,2,Non,Non,Oui,Oui,Oui,Oui,Non,1,Oui
menzili,https://www.menzili.tn/annonce/v564-villa-la-citronnelle-citronnelle-villa-nabeul-hammametsud-148700,Maison/Villa,775000,2025-11-08,Nabeul,Hammamet Sud,HAMMAMET,8050,300,Non,Non,Non précisé,Haut standing,4,3,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/a-vendre-villa-de-luxe-avec-piscine-a-midoun-djerba-medenine-djerbamidoun-148670,Maison/Villa,400000,2025-11-07,Médenine,Djerba - Midoun,Djerba - Midoun,4180,120,Non,Non,Non précisé,Luxe,3,2,Non,Non,Oui,Oui,Non,Oui,Oui,,Non
menzili,https://www.menzili.tn/annonce/villa-moderne-avec-piscine-a-midoun-djerba-medenine-djerbamidoun-148666,Maison/Villa,650000,2025-11-07,Médenine,Djerba - Midoun,Djerba - Midoun,4180,180,Oui,Non,Non précisé,Moyen standing,2,2,Oui,Non,Oui,Oui,Non,Oui,Oui,,Oui
menzili,https://www.menzili.tn/annonce/v253-villa-hedi-villa-hammamet-yesmine-nabeul-hammametsud-148577,Maison/Villa,2000000,2025-11-05,Nabeul,Hammamet Sud,HAMMAMET,8050,480,Non,Non,Non précisé,Luxe,5,5,Oui,Oui,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v387-villa-elena-la-villa-hammamet-yasmine-nabeul-hammametsud-148554,Maison/Villa,1300000,2025-11-04,Nabeul,Hammamet Sud,HAMMAMET,8050,320,Non,Non,Non précisé,Haut standing,3,3,Oui,Non,Oui,Oui,Oui,Non,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v566-maison-d-hote-celina-la-villa-sud-nabeul-hammametsud-148553,Maison/Villa,6000000,2025-11-04,Nabeul,Hammamet Sud,HAMMAMET,8050,,Non,Non,Non précisé,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v563-villa-versace-la-bella-hammamet-nabeul-hammametsud-148390,Maison/Villa,990000,2025-10-30,Nabeul,Hammamet Sud,HAMMAMET,8050,,Non,Oui,Neuf,Haut standing,4,4,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
menzili,https://www.menzili.tn/annonce/v559-villa-dorra-3-la-bella-villa-nabeul-hammametsud-148389,Maison/Villa,1250000,2025-10-30,Nabeul,Hammamet Sud,HAMMAMET,8050,650,Non,Non,Neuf,Haut standing,4,5,Oui,Non,Oui,Oui,Oui,Oui,Oui,1,Oui
